index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,retrieved_titles,gold_titles,steps,llm_calls,generated_tokens,stop_reason,anytime_answer,anytime_answer_score,anytime_answer_source,best_node_type,best_node_id,run_dir
40,2hop__24976_25002,how long lasting was the pact between Kravchuk and the person organizers wanted to arrest?,10-year,not applicable,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Molotov–Ribbentrop Pact"", ""Dissolution of the Soviet Union"", ""Umayyad Caliphate"", ""Central Intelligence Agency"", ""Warsaw Pact"", ""Just Say No"", ""Dwight D. Eisenhower"", ""Mark Hobson""]","[""Dissolution of the Soviet Union""]",2,7,924,final_synthesis_reserve,not applicable,0.9274857943085566,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/040_2hop__24976_25002
41,2hop__719184_55227,Who plays the wife of the producer of Here Comes the Boom in Grown Ups?,Maria Bello,Salma Hayek,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Here Comes the Boom"", ""Boom Boom (John Lee Hooker song)"", ""Shakalaka Boom Boom"", ""Top Hat"", ""Nanny McPhee and the Big Bang"", ""God's Law and Man's"", ""Marius Weyers"", ""One Girl's Confession"", ""Krush Groove"", ""Grown Ups (film)"", ""Sau Crore"", ""Sonny & Cher"", ""Sylvia Fine""]","[""Grown Ups (film)"", ""Here Comes the Boom""]",6,12,1040,high_confidence_root_memory,Salma Hayek. It,0.9425922158669173,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/041_2hop__719184_55227
42,2hop__476927_31270,How far is Hod Lisenbee's place of death in TN from Nashville?,45,60 miles,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Hod Lisenbee"", ""Nashville metropolitan area"", ""Tennessee"", ""Mount Miller"", ""Nolensville, Tennessee"", ""J. Percy Priest Dam"", ""Chattanooga, Tennessee"", ""Middle Valley, Tennessee"", ""Colonial Heights, Tennessee"", ""Prix de l'Arc de Triomphe"", ""Land's End to John o' Groats""]","[""Tennessee"", ""Hod Lisenbee""]",8,15,1063,final_synthesis_reserve,60 miles,0.9391330277200106,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/042_2hop__476927_31270
43,2hop__511176_22458,What does the acronym of the organization Danish Football Union is part of stand for?,International Federation of Association Football,Danish Football Association,0,0,0.5,0.5,0.0,0.25,0.342278,0.0,0.0,0.0,0.416667,1,"[""Rhyl and District RFC"", ""Late Middle Ages"", ""2011 Latvian presidential election"", ""Peter Møller"", ""Stockholm"", ""2000–01 Danish Superliga"", ""FC Vestsjælland"", ""Rasmus Helveg Petersen"", ""Denmark national futsal team"", ""Switzerland""]","[""Switzerland"", ""Denmark national futsal team""]",8,15,1115,final_synthesis_reserve,,0.0,,memory,memory_mem_5,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/043_2hop__511176_22458
44,2hop__279729_20057,Who founded what Robert J Chassell is a member of?,Richard Stallman,Richard Stallman,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Robert Martin (New Jersey politician)"", ""Robert J. Chassell"", ""Robert J. McGeehan"", ""Bob Flanigan (singer)"", ""Robert J. Weber"", ""Robert J. Vanderbei"", ""Intellectual property"", ""List of Alfalfa Club members"", ""De Stijl"", ""Career of Evil"", ""The Tiger's Trail"", ""Lilith (film)"", ""J. Craig Gordon"", ""Mount Goodwin"", ""Love in the Rough"", ""Robert J. Richards"", ""Antitrust Law Journal""]","[""Intellectual property"", ""Robert J. Chassell""]",5,7,442,high_confidence_root_memory,Richard Stallman,0.8983485621160426,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/044_2hop__279729_20057
45,3hop1__145411_443779_52195,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Sumardi was born?,Francisco Guterres,José Ramos-Horta,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Indonesia–Timor Leste Commission of Truth and Friendship"", ""Sumardi"", ""Kenya"", ""The Trouble with the Truth (song)"", ""Independence Day (United States)"", ""Samoa"", ""Dutch Republic"", ""Warsaw Pact"", ""Philadelphia"", ""Zeferino Martins"", ""United Nations Security Council Resolution 1264"", ""Rule of law"", ""Leaders of the Vietnam War"", ""Johan Ferrier"", ""Namibia""]","[""Indonesia–Timor Leste Commission of Truth and Friendship"", ""Sumardi"", ""East Timor""]",7,11,1085,final_synthesis_reserve,José Ramos-Horta,1.0,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/045_3hop1__145411_443779_52195
46,3hop1__488744_443779_52195,Who is the president of the newly declared independent country that is part of the Commission of Truth and Friendship with the country where Jenggawah is located?,Francisco Guterres,José Ramos-Horta,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Indonesia–Timor Leste Commission of Truth and Friendship"", ""Kenya"", ""The Trouble with the Truth (song)"", ""Jenggawah, Jember"", ""Warsaw Pact"", ""Philadelphia"", ""United Nations Security Council Resolution 1264"", ""Estanislau da Silva"", ""East Timor"", ""The Truth About Men""]","[""Indonesia–Timor Leste Commission of Truth and Friendship"", ""Jenggawah, Jember"", ""East Timor""]",4,8,1155,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/046_3hop1__488744_443779_52195
47,3hop1__53690_161697_49779,Who was a host of Who Wants to be a Millionaire who shares the same nationality as the author of The Feminine Mystique?,Chris Harrison,yes,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Chris Harrison"", ""Who Wants to Be a Millionaire?"", ""Judith Keppel"", ""The Feminine Mystique"", ""Betty Friedan"", ""Uncanny Alliance"", ""Nightcrawler (comics)"", ""La Ferme Célébrités"", ""Anne Fulda"", ""Farewell Performance""]","[""Betty Friedan"", ""Who Wants to Be a Millionaire (American game show)"", ""The Feminine Mystique""]",2,7,1017,final_synthesis_reserve,yes,0.9689579928063795,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/047_3hop1__53690_161697_49779
48,3hop1__469478_15840_36002,What were the Genesis's advantages over the platform that plays Sunman?,built on 16-bit architectures and offered improved graphics and sound,"16-bit architecture, superior graphics and sound, edgier marketing targeting older gamers, and a stronger library of mature titles compared to the 8-bit Nintendo Entertainment System",0,1,0.333333,0.333333,0.176471,0.277778,0.24,0.125,0.043478,0.0,0.576923,1,"[""Xbox 360"", ""Super Nintendo Entertainment System"", ""Sunman (video game)"", ""Sonic the Hedgehog (1991 video game)"", ""Chakan: The Forever Man"", ""Sega Genesis"", ""KDE Platform 4"", ""Genesis Motor"", ""Nintendo Entertainment System"", ""Lot's wife"", ""Peter Altenberg""]","[""Nintendo Entertainment System"", ""Super Nintendo Entertainment System"", ""Sunman (video game)""]",7,12,1092,final_synthesis_reserve,,0.0,,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/048_3hop1__469478_15840_36002
49,3hop1__765847_831637_91775,What does SEAL stand for in the branch of military that operates USS Mahan?,"Sea, Air, and Land","Sea, Air, and Land",1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"[""USS Mahan (DDG-42)"", ""Rudy Boesch"", ""United States Navy SEALs"", ""Seal Online"", ""List of destroyer classes of the United States Navy"", ""USS Catbird (AM-68)"", ""HMS Seal (1897)"", ""USS Pegasus (PHM-1)"", ""USS Kilty (DD-137)"", ""USS Goff (DD-247)"", ""USS Watts (DD-567)"", ""USS Macdonough (DD-351)"", ""USS MacLeish (DD-220)"", ""USS Kane (DD-235)"", ""USS Brownson (DD-868)"", ""USS Daly (DD-519)""]","[""USS Mahan (DDG-42)"", ""List of destroyer classes of the United States Navy"", ""United States Navy SEALs""]",3,6,461,llm_stop_with_root_memory,"Sea, Air, and Land",0.8654,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/049_3hop1__765847_831637_91775
50,3hop1__816887_127905_80286,Who has the most hits in the league of the team that Dick Aylward plays for?,Pete Rose,Pete Rose,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""List of Major League Baseball career hits leaders"", ""Carl Zoll"", ""Dick Aylward"", ""New Haven, Connecticut"", ""Vermont Lady Voltage"", ""List of Major League Baseball longest winning streaks"", ""Cleveland Indians"", ""Premier League"", ""Wes Schulmerich"", ""Amanda Cinalli""]","[""Dick Aylward"", ""List of Major League Baseball career hits leaders"", ""Cleveland Indians""]",2,6,898,final_synthesis_reserve,Pete Rose,0.9761054667347168,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/050_3hop1__816887_127905_80286
51,3hop1__617062_127905_46894,Who has the lowest batting average in the league that Jim Wilson's team plays for?,Bill Bergen,Bill Bergen,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Batting average"", ""West Dallas Kings"", ""FA Cup"", ""Cleveland Browns"", ""Jim Wilson (first baseman)"", ""Al Michaels (American football)"", ""Cleveland Indians""]","[""Batting average"", ""Cleveland Indians"", ""Jim Wilson (first baseman)""]",2,7,938,final_synthesis_reserve,Bill Bergen,0.9392711944015527,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/051_3hop1__617062_127905_46894
52,3hop1__92991_78276_68042,When did the majority party in the body which determines the rules of the US House and US Senate gain control of the House?,the 2010 election,1931,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Party leaders of the United States House of Representatives"", ""2008 United States Senate elections"", ""Party leaders of the United States Senate"", ""National Assembly of Pakistan"", ""Parliament"", ""Standing Rules of the United States Senate"", ""Montana"", ""Democratic Party of Oregon""]","[""2010 United States House of Representatives elections"", ""Party leaders of the United States Senate"", ""Standing Rules of the United States Senate""]",2,6,952,final_synthesis_reserve,1931,0.9732913342444169,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/052_3hop1__92991_78276_68042
53,3hop1__379231_40769_64047,When did the luxury division of the manufacturer change the body style of RX 350?,Sales began worldwide in April 2012,March 2012,0,1,0.25,0.25,0.0,0.25,0.067668,0.0,0.0,0.0,0.178571,1,"[""Lexus RX"", ""Bristol 403"", ""Mandolin"", ""Bristol 406"", ""Scion bbX"", ""Scion xD"", ""RX J1856.5−3754""]","[""Scion xD"", ""Lexus RX"", ""1973 oil crisis""]",1,2,157,llm_stop_with_root_memory,March 2012,0.9117161867300279,memory,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/053_3hop1__379231_40769_64047
54,3hop2__132957_295815_40768,"When did the maker of the Acura Legend, the manufacturer of Toyopet Master, and Nissan open US assembly plants?",1981,early 1980s,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Toyota"", ""1973 oil crisis"", ""Toyopet Master"", ""Acura RL"", ""Acura Legend"", ""Acura RLX"", ""Seattle"", ""Nissan Rogue"", ""Janesville Assembly Plant"", ""Mercedes-Benz T2"", ""Datsun""]","[""1973 oil crisis"", ""Acura Legend"", ""Toyopet Master""]",2,6,947,final_synthesis_reserve,early 1980s,0.972672685593646,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/054_3hop2__132957_295815_40768
55,3hop1__140554_2053_5289,"What label was bought by the company which, along with ABC and the network which hosts Westinghouse Playhouse, is the other major broadcaster based in NY?",Oriole Records.,NBC,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Westinghouse Playhouse"", ""Cannonball Run 2001"", ""The Best of Broadway"", ""Steve Stewart"", ""The Million Dollar Drop"", ""International Playhouse"", ""New York City"", ""New York Giants Radio Network"", ""999 ABC Broken Hill"", ""Sony Music"", ""Barney Miller"", ""Little Einsteins""]","[""New York City"", ""Westinghouse Playhouse"", ""Sony Music""]",2,6,967,final_synthesis_reserve,NBC,0.9735763066831449,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/055_3hop1__140554_2053_5289
56,3hop2__792915_223623_162182,In what region of the country containing the Cái River is the place where John Phan was born?,South Central Coast,Da Nang,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""John Phan"", ""Tranquille River"", ""Cái River"", ""Cơm rượu"", ""Mueang Phan"", ""South Central Coast"", ""Taggerty River"", ""Beaverdell""]","[""John Phan"", ""South Central Coast"", ""Cái River""]",4,10,934,final_synthesis_reserve,Da Nang,0.9022925234952672,final_synthesis,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/056_3hop2__792915_223623_162182
57,3hop1__106239_650651_7262,Who was a prominent figure at the radio division of the broadcast company that created the version of The Biggest Loser set in the country where Kelupis originated?,Walter Sabo,Johnny Dare,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""1976 FA Cup Final"", ""Kelupis"", ""Johnny Dare"", ""Newcastle United F.C."", ""The Invitations"", ""Pretty Little Liars"", ""The Biggest Loser Brunei: Lose It All"", ""The Biggest Loser (season 16)"", ""Ali Vincent"", ""Adult contemporary music"", ""The Biggest Loser (season 1)""]","[""Adult contemporary music"", ""Kelupis"", ""The Biggest Loser Brunei: Lose It All""]",2,7,967,final_synthesis_reserve,Johnny Dare,0.8898686859034683,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/057_3hop1__106239_650651_7262
58,3hop1__131783_131926_13165,What treaty ceded territory to the US extending west to the body of water by the location of the Minikahda Club?,Treaty of Paris,Treaty of Guadalupe Hidalgo,0,0,0.571429,0.571429,0.4,0.571429,0.5,0.333333,0.0,0.0,0.645161,1,"[""The Minikahda Club"", ""Silver Lake (Madison, New Hampshire)"", ""Elliott Bay"", ""Territorial waters"", ""Minneapolis"", ""Washington (state)"", ""Treaty of Cession of Manu'a"", ""San Diego"", ""Mexican Cession"", ""Louisiana Purchase"", ""Río Rico, Tamaulipas"", ""French and Indian War""]","[""Military history of the United States"", ""The Minikahda Club"", ""Minneapolis""]",7,13,1133,final_synthesis_reserve,Lake Calhoun,0.8246437087638473,expansion_candidate,memory,memory_mem_9,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/058_3hop1__131783_131926_13165
59,3hop1__103197_214799_259594,What country gas the border troops of the country of the literature of the country of Andreas Zülow's citizenship?,GDR,East Germany,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Andreas Zülow"", ""Literature of East Germany"", ""Canada"", ""Spain"", ""Marc Aryan"", ""Cascade City"", ""Ivo Werner"", ""Republic of the Congo"", ""Liechtenstein"", ""Togo"", ""Heinz-Josef Große""]","[""Literature of East Germany"", ""Andreas Zülow"", ""Heinz-Josef Große""]",2,6,933,final_synthesis_reserve,East Germany,0.9693378301513733,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/059_3hop1__103197_214799_259594
60,3hop1__398232_326948_59893,When were the monuments built in the Mother-in-Law performer's birthplace?,"1884,",1934–1938,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Mother-in-Law (song)"", ""Mother-in-Law Lounge"", ""Yang Meng"", ""The Prince of Egypt"", ""Childbirth"", ""Monument to the Unknown Hero"", ""Colosseum"", ""Lincoln Memorial"", ""Robert E. Lee Monument (New Orleans, Louisiana)"", ""Giovanni Cifolelli""]","[""Mother-in-Law (song)"", ""Mother-in-Law Lounge"", ""Robert E. Lee Monument (New Orleans, Louisiana)""]",5,10,1068,final_synthesis_reserve,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/060_3hop1__398232_326948_59893
61,3hop1__398232_326948_10972,When did the place of birth of the performer of Mother-in-Law elect its first black Mayor?,1970s,Harvard Law School,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""List of mayors of Willoughby"", ""Black people"", ""Childbirth"", ""Mother-in-Law Lounge"", ""Mother-in-Law (song)"", ""Białystok"", ""Affirmative action in the United States"", ""Eugene P. Ruehlmann"", ""Detroit""]","[""Black people"", ""Mother-in-Law Lounge"", ""Mother-in-Law (song)""]",2,6,926,final_synthesis_reserve,Harvard Law School,0.9094616320838771,grounded,state,state_3,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/061_3hop1__398232_326948_10972
62,3hop1__765565_326948_10972,When did the birthplace of the Here Come the Girls performer elect its first black mayor?,1970s,1973,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Here Come the Girls (song)"", ""Black people"", ""Caucasia (novel)"", ""List of mayors of Willoughby"", ""Mother-in-Law Lounge"", ""La Rosiere de Pessac"", ""Néria Lúcio Buzatto"", ""2013 Dunedin mayoral election"", ""Detroit"", ""Balestrand"", ""New York City""]","[""Black people"", ""Mother-in-Law Lounge"", ""Here Come the Girls (song)""]",6,12,1049,final_synthesis_reserve,,0.0,,memory,memory_mem_8,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/062_3hop1__765565_326948_10972
63,3hop1__857_846_7794,"In 2010, what was the population of the city where the Yongle emperor greeted the person to whom the edict was addressed?",8.005 million,8.005 million,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,"[""Nanjing"", ""Bloomingdale, Florida"", ""Heresy"", ""Sino-Tibetan relations during the Ming dynasty"", ""Linndale, Ohio""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]",2,4,323,llm_stop_with_root_memory,8.005 million,0.8443187950421737,expansion_candidate,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/063_3hop1__857_846_7794
64,3hop1__857_846_7887,How many tourists does visit annually the city where the Yongle Emperor greeted the one seen addressed on an preserved edict.,thousands,100 million,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Nanjing"", ""Sino-Tibetan relations during the Ming dynasty"", ""Heresy"", ""Tang dynasty"", ""Athanasius of Alexandria""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]",7,14,1146,final_synthesis_reserve,,0.0,,state,state_9,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/064_3hop1__857_846_7887
65,3hop1__857_846_7752,Who moved the capitol from the city where the Yongle emperor greeted the person to whom the edict was addressed to Beijing?,Yuan Shikai,Yongle Emperor,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""History of Beijing"", ""Nanjing"", ""History of the Ming dynasty"", ""Meiji (era)"", ""Sino-Tibetan relations during the Ming dynasty"", ""Heresy"", ""Modern history""]","[""Sino-Tibetan relations during the Ming dynasty"", ""Nanjing""]",7,13,1127,final_synthesis_reserve,,0.0,,state,state_9,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/065_3hop1__857_846_7752
66,3hop1__446612_160545_62931,Where was the film The Beach filmed in the country where Ercole Manfredi died?,island Koh Phi Phi,Grey,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""The Choice (2016 film)"", ""Lost (TV series)"", ""Grease (film)"", ""Le pillole di Ercole"", ""Ercole Manfredi"", ""Between Miracles"", ""Bug (2002 film)"", ""The Beach (film)"", ""John Anderson Lodge"", ""Sylvan Beach Union Chapel"", ""Muscle Beach Party""]","[""Ercole Manfredi"", ""Bang Bon District"", ""The Beach (film)""]",3,5,423,llm_stop_with_root_memory,Grey,0.8654,final_synthesis,memory,memory_mem_7,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/066_3hop1__446612_160545_62931
67,3hop2__326964_851134_7713,How long had Pfrang Association's headquarters location been the capitol city of Yaxing Coach's headquarters location?,about 400 years,Nanjing,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Yaxing Coach"", ""Pfrang Association"", ""Place du Colonel Fabien"", ""Love Around"", ""Alamnagar"", ""Kathmandu"", ""Nanjing"", ""Buckingham Palace""]","[""Nanjing"", ""Pfrang Association"", ""Yaxing Coach""]",2,6,944,final_synthesis_reserve,Nanjing,0.9696204910961339,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/067_3hop2__326964_851134_7713
68,3hop1__527372_339990_54675,"What mountains can you see from Portland, in the state with the county that contains Fester Hollow?",Tualatin Mountains,Pennsylvania,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Fester Hollow"", ""Portland, Oregon"", ""Federalism"", ""Socialist Party of Oregon (Columbia County, Oregon)"", ""States of Nigeria"", ""Cormoret"", ""Belprahon""]","[""Portland, Oregon"", ""Fester Hollow"", ""Socialist Party of Oregon (Columbia County, Oregon)""]",2,6,882,final_synthesis_reserve,Pennsylvania,0.9684308113008362,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/068_3hop1__527372_339990_54675
69,3hop1__491648_339990_15538,When did the state where Coles Creek is located reinstate the death penalty?,1984,1974,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Coles Creek (Pennsylvania)"", ""Capital punishment in the United States"", ""List of territorial entities where English is an official language"", ""States of Nigeria"", ""Federalism"", ""Krasnovishersky District"", ""Texas–Indian wars"", ""Socialist Party of Oregon (Columbia County, Oregon)""]","[""Socialist Party of Oregon (Columbia County, Oregon)"", ""Coles Creek (Pennsylvania)"", ""Capital punishment in the United States""]",4,10,713,frontier_empty,1974,0.9196001367397598,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/069_3hop1__491648_339990_15538
70,3hop2__127483_19639_10557,What was the language Auctor comes from during the era of the king who united the tribes in the 9th century later known as?,Medieval Latin,Latin,0,1,0.666667,0.666667,0.0,0.666667,0.367879,0.0,0.0,0.0,0.526316,1,"[""Germans"", ""Davidic line"", ""Himachal Pradesh"", ""Auctor"", ""Erik Refilsson"", ""Erik Björnsson"", ""Kievan Rus'"", ""Norn language"", ""Paul Georg von Möllendorff"", ""Tajikistan"", ""Armenia"", ""Johannine Comma"", ""Middle Ages"", ""Czech language"", ""Old English"", ""Catalan language""]","[""Auctor"", ""Middle Ages"", ""Germans""]",7,10,1098,final_synthesis_reserve,Latin,0.8735999999999999,final_synthesis,memory,memory_mem_5,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/070_3hop2__127483_19639_10557
71,3hop2__57186_89048_66294,who played who sang is she really going out with him in the who sang she's out of my life movie?,Lawrence Hilton - Jacobs,Michael Jackson,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Is She Really Going Out with Him?"", ""She's Out of My Life"", ""Park Sang-jin"", ""Park Seung-min"", ""Francesca Vanini-Boschi"", ""Ann Hampton Callaway"", ""The Prince of Egypt"", ""Marie Fel"", ""Comfortably Numb"", ""The Jacksons: An American Dream"", ""Hermine Kittel"", ""On the Good Ship Lollipop"", ""Annette Richardson Dinwoodey""]","[""The Jacksons: An American Dream"", ""She's Out of My Life"", ""Is She Really Going Out with Him?""]",7,11,1126,final_synthesis_reserve,,0.0,,memory,memory_mem_6,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/071_3hop2__57186_89048_66294
72,3hop2__89048_228_66294,Who played who sang is she really going out with him in the who influenced Beyonce movie?,Lawrence Hilton - Jacobs,Joe Jackson,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Is She Really Going Out with Him?"", ""Isgaard"", ""Park Sang-jin"", ""Beyoncé"", ""Walkin' in the Rain with the One I Love"", ""Pyaasa"", ""The Jacksons: An American Dream"", ""Hermine Kittel"", ""Movie Surfers"", ""On the Good Ship Lollipop"", ""Ghosts of Girlfriends Past"", ""Comfortably Numb""]","[""Beyoncé"", ""Is She Really Going Out with Him?"", ""The Jacksons: An American Dream""]",8,14,1058,final_synthesis_reserve,Joe Jackson,1.0,expansion_candidate,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/072_3hop2__89048_228_66294
73,3hop1__773338_42197_18397,Where did the arguer that Yuri Bogatyryov's country of citizenship had become an imperialist power declare he would intervene in the Korean conflict?,the Politburo,Soviet Union,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Imperialism"", ""Yuri Bogatyryov"", ""Sophia (robot)"", ""Korean War"", ""Ogaden War"", ""Glorious Revolution"", ""American Civil War""]","[""Korean War"", ""Imperialism"", ""Yuri Bogatyryov""]",3,8,1054,final_synthesis_reserve,Soviet Union,0.8154889259009209,final_synthesis,state,state_1,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/073_3hop1__773338_42197_18397
74,3hop1__404541_629431_124169,When did the Governorship end of the city where the author of Paenitentiam Agere died?,1952,1952,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,"[""Paenitentiam agere"", ""Census of Quirinius"", ""Song of Songs"", ""Yang Meng"", ""Jean-Michel Iribarren"", ""Edward Winslow"", ""Canonization of Pope John XXIII and Pope John Paul II"", ""Governor of Vatican City"", ""John Breathitt"", ""Utrecht sodomy trials"", ""Vatican City""]","[""Paenitentiam agere"", ""Canonization of Pope John XXIII and Pope John Paul II"", ""Governor of Vatican City""]",2,7,944,final_synthesis_reserve,1952,0.8193258823649892,final_synthesis,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/074_3hop1__404541_629431_124169
75,3hop1__813285_774554_124169,What year did the post end of Governor of the city where the author of Quadragesimo Anno died?,1952,1952,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,"[""Governor of Vatican City"", ""Quadragesimo anno"", ""Chihuahua (state)"", ""Edward Winslow"", ""Song of Songs"", ""All in a Day"", ""Census of Quirinius"", ""Flag of Vatican City"", ""2018 Alaska gubernatorial election"", ""John Breathitt""]","[""Governor of Vatican City"", ""Quadragesimo anno"", ""Flag of Vatican City""]",2,6,914,final_synthesis_reserve,1952,0.96958033911594,intermediate_answer,memory,memory_mem_4,/workspace/TDCA/batch_outputs/musique_random100_seed520_20260523_143059/runs/075_3hop1__813285_774554_124169
