index,sample_id,question,gold,pred,exact_match,soft_em,answer_f1,rouge1_f,rouge2_f,rougeL_f,bleu1,bleu2,bleu3,bleu4,meteor,title_hit,retrieved_titles,gold_titles,num_retrieved,num_reasoning_steps,stop_reason,generation_empty,llm_finish_reason,llm_error,prediction_source,llm_debug_summary,run_dir
31,2hop__832795_350510,What group was the performer of Be the One a member of?,"[""Jackson 5""]","Jackie Jackson was a member of the Jackson family musical group, but ""Be the One"" is his solo album; he was not performing as part of a group for this album",0,0,0.068966,0.068966,0.0,0.068966,0.037037,0.0,0.0,0.0,0.222222,1,"[""Abell 1413"", ""Alvin and the Chipmunks: The Road Chip"", ""Be the One (album)"", ""Mezhraiontsy"", ""J. Craig Gordon"", ""One Ring"", ""Charlotte 49ers"", ""Le calife de Bagdad"", ""L.A. Guns"", ""Daniel Marsin"", ""The New One-Armed Swordsman"", ""Aragorn"", ""2004 Malaysian general election"", ""John Young (Canadian politician)"", ""2017 United Kingdom general election""]","[""Be the One (album)"", ""Jackie Jackson (album)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/031_2hop__832795_350510
32,2hop__744055_408817,Who is the lead singer of the band performing Bang Bang Rock & Roll?,"[""Eddie Argos""]",Eddie Argos,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Bang Bang Rock & Roll"", ""Eddie Argos"", ""Chitty Chitty Bang Bang"", ""Bang Bang Kid"", ""Cheatty Cheatty Bang Bang"", ""Bang Bang You're Dead (film)"", ""Bang Bon District"", ""As the Band Turns"", ""Chitty-Chitty-Bang-Bang"", ""Scott Aukerman"", ""Bang Bang!"", ""Colder Weather"", ""Un jour, un enfant"", ""Bang Bang You're Dead (play)"", ""That's What Love Is""]","[""Bang Bang Rock & Roll"", ""Eddie Argos""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/032_2hop__744055_408817
33,2hop__726717_610238,What is the network which National Cycle Route 57 is part of an example of?,"[""national cycling route network"", ""National cycling route network""]",National Cycle Network,0,0,0.571429,0.571429,0.0,0.571429,0.477688,0.0,0.0,0.0,0.512821,1,"[""National Cycle Route 57"", ""Mother with a Child and a Chambermaid"", ""N25 road (Ireland)"", ""Australia's Next Top Model (season 8)"", ""National Cycle Network"", ""Super Bowl LIII"", ""Empire Sports Network"", ""Circus Time"", ""A Bloody Battle for Revenge"", ""Villa Welgelegen"", ""Walter V. Davidson House"", ""Theater Television Network"", ""Friedrich Hayek"", ""Official List"", ""Düppel (Berlin)""]","[""National Cycle Route 57"", ""National Cycle Network""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/033_2hop__726717_610238
34,2hop__499577_617190,Who is the spouse of the child of Peter Andreas Heiberg?,"[""Johanne Luise Heiberg""]",Johan Ludvig Heiberg,0,0,0.333333,0.333333,0.0,0.333333,0.333333,0.0,0.0,0.0,0.333333,1,"[""Johan Ludvig Heiberg (poet)"", ""André Duchesne"", ""Mok Kwai-lan"", ""Peter Morén"", ""The Child of Lov"", ""Donika Kastrioti"", ""The Crisis and a Crisis in the Life of an Actress"", ""Villa Foscari"", ""The Official Story"", ""National Insurance number"", ""Peter Pan"", ""Loekman Hakim"", ""Amundsen Icefall"", ""Milena Reljin"", ""Convention on the Rights of the Child""]","[""The Crisis and a Crisis in the Life of an Actress"", ""Johan Ludvig Heiberg (poet)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/034_2hop__499577_617190
35,2hop__685280_510757,The Unwinding author volunteered for which organisation?,"[""Peace Corps""]",<no information provided>,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Jean-Michel Iribarren"", ""Philip Sendak"", ""Scarlet Alliance"", ""Pam Belluck"", ""The Emperor's Children"", ""Armenia"", ""Jane Leslie Conly"", ""Hunting"", ""Patani United Liberation Organisation"", ""International Commission on Stratigraphy"", ""The Color Purple (film)"", ""Auctor"", ""Bank of England"", ""The Color Purple (film)"", ""Xvid""]","[""The Village of Waiting"", ""The Unwinding""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/035_2hop__685280_510757
36,2hop__341305_332933,What is the capital of the county that Pine Springs is located in?,"[""Van Horn""]",Van Horn,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Pine Springs, Texas"", ""Colorado Springs, Colorado"", ""Aqqala County"", ""Kuhdasht County"", ""Cedar Springs, Texas"", ""Stockton Springs, Maine"", ""Blue Springs, Missouri"", ""Bandar-e Anzali County"", ""Maraveh Tappeh County"", ""Gonbad-e Kavus County"", ""Kis-Küküllő County"", ""Minudasht County"", ""Republic of the Congo"", ""San Francisco de Yare"", ""Bandar-e Gaz County""]","[""Culberson County-Allamoore Independent School District"", ""Pine Springs, Texas""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/036_2hop__341305_332933
37,2hop__731228_609866,What district is the headquarter of Julia's House located?,"[""East Dorset""]",None of the provided districts is the headquarters of Julia's House,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Morrumbene District"", ""Bilene Macia District"", ""Chibuto District"", ""Panda District"", ""James W. Clise House"", ""Michurinsky District"", ""Lorain City School District"", ""Nyuksensky District"", ""Joseph D. Bernard House"", ""Shenkursky District"", ""Irkutsky District"", ""Lago District"", ""Tuymazinsky District"", ""Prokhladnensky District"", ""Leninsk-Kuznetsky District""]","[""Julia's House"", ""Corfe Mullen""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/037_2hop__731228_609866
38,2hop__693444_220151,Who is the spouse of Young Man Luther's author?,"[""Joan Erikson""]",Joan Erikson,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,"[""Portrait of a Young Englishman"", ""Young Man Lake"", ""Young Man Luther"", ""Sonnet 110"", ""Shimkent hôtel"", ""Mok Kwai-lan"", ""Only the Good Die Young"", ""The Dream Life of Balso Snell"", ""Young Adam"", ""About Adam"", ""Villa Foscari"", ""Donika Kastrioti"", ""Mary, mother of Jesus"", ""Olivia Mariamne Devenish"", ""Elisabeth Luther""]","[""Young Man Luther"", ""Erikson's stages of psychosocial development""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/038_2hop__693444_220151
39,2hop__235471_565925,What record label did the performer of The Place and the Time belong to?,"[""Columbia Records""]",Sundazed Records,0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1,"[""Asian Man Records"", ""The Place and the Time"", ""Ellahy Amen Records"", ""Soleilmoon Recordings"", ""Toshiko Plays Billy Strayhorn"", ""Ostvorpommern"", ""Evolution of fish"", ""I Belong to Me"", ""St. John's, Newfoundland and Labrador"", ""EmArcy Records"", ""Big Wide Grin"", ""Ace Fu Records"", ""Crucifixion of Jesus"", ""Mona Bone Jakon"", ""Hamburg Records""]","[""The Place and the Time"", ""Great Grape""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/039_2hop__235471_565925
40,2hop__310456_846599,Who is the child of the person who followed Tihomir of Serbia?,"[""Saint Sava""]",Unknown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Boris Tadić"", ""Andrićev Venac"", ""King cake"", ""Serbia at the Olympics"", ""Vuk Obradović"", ""Milena Reljin"", ""Imamate in Shia doctrine"", ""The Child of Lov"", ""Music of the Old Serbia"", ""Tilva Roš"", ""League of Communists of Serbia"", ""Pretty Little Liars"", ""The Official Story"", ""Gun laws in Indiana"", ""Jabukovac, Negotin""]","[""Stracimir Zavidović"", ""Saint Sava""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/040_2hop__310456_846599
41,2hop__335418_279684,What team was Anna Benson's husband on?,"[""Pittsburgh Pirates"", ""Orioles"", ""Pirates"", ""Baltimore Orioles"", ""New York Mets"", ""Mets""]",Major League Baseball,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Anna Benson"", ""Freaky Friday (2003 film)"", ""Benson Junction, Florida"", ""Everton F.C."", ""Robert Guillaume"", ""Anna und die Liebe"", ""Anna Claypoole Peale"", ""American Ninja Warrior: USA vs. The World"", ""Jodi Benson"", ""Kalamazoo Kingdom"", ""Johan Vestly"", ""Buvik IL"", ""Jenny Benson"", ""Milwaukee Badgers"", ""The Model Husband (1937 film)""]","[""Anna Benson"", ""Kris Benson""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/041_2hop__335418_279684
42,2hop__191125_781346,What place does the administrative territorial entity that Juba is located in share a border with?,"[""Eastern Equatoria""]",South Sudan,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Đức Huệ District"", ""A Kiom"", ""A Don"", ""A Magne"", ""A Lim"", ""A Doi"", ""Jakar"", ""Miętkie-Kolonia"", ""Świackie"", ""Mieleszkowce Zalesiańskie"", ""Ban Hinlat"", ""Klejwy PGR"", ""Szelment"", ""Tymce"", ""Namangan""]","[""Badigeru Swamp"", ""The Citizen (South Sudan)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/042_2hop__191125_781346
43,2hop__475070_532404,Where was the spouse of Frances Tupper born?,"[""Amherst""]","Easton, Massachusetts",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[""Frances Tupper"", ""Mok Kwai-lan"", ""Donika Kastrioti"", ""Olivia Mariamne Devenish"", ""Villa Foscari"", ""Anselm Tupper"", ""F. A. Forbes"", ""Esther Cleveland"", ""Frances Bean Cobain"", ""Coonamessett Airport"", ""List of show business families"", ""Catherine Jagiellon"", ""Love's Long Journey"", ""Frances E. Allen"", ""Frances Ingram""]","[""Frances Tupper"", ""Arthur Rupert Dickey""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/043_2hop__475070_532404
44,2hop__700093_455653,Who founded the political party of Dimuthu Bandara Abayakoon?,"[""Rohana Wijeweera""]",Dimuthu Bandara Abayakoon did not found any political party listed in the provided context,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Fredrick Brennan"", ""Confederation of Regions Party of Canada"", ""Green Party of Tennessee"", ""Reformed Political Party"", ""Roma Party"", ""Independent Turkey Party"", ""History of the Kuomintang"", ""Party for the Netherlands"", ""Basotho National Party"", ""Michael Varah"", ""Federation of Independents"", ""Greenback Party"", ""Know Nothing"", ""Ontario Provincial Confederation of Regions Party"", ""Estonian Reform Party""]","[""Rohana Wijeweera"", ""Dimuthu Bandara Abayakoon""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/044_2hop__700093_455653
45,2hop__512773_346751,Bancroft's county borders what county?,"[""Haliburton County""]",Bancroft's county is not mentioned in the provided context,0,0,0.181818,0.181818,0.0,0.181818,0.111111,0.0,0.0,0.0,0.37037,0,"[""Golestan Province"", ""Greenville County, South Carolina"", ""Xiangshui County"", ""Choptank River"", ""Minudasht County"", ""Aqqala County"", ""Kuhdasht County"", ""Maraveh Tappeh County"", ""Chunggang County"", ""Bandar-e Anzali County"", ""Darlington County, South Carolina"", ""Cross City, Florida"", ""Usi County"", ""Mecklenburg County, North Carolina"", ""Bandar-e Gaz County""]","[""York River (Ontario)"", ""North Hastings High School""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/045_2hop__512773_346751
46,2hop__411091_625230,In which county is Mark Dismore's birthplace located?,"[""Hancock County""]",Unknown,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Kuhdasht County"", ""Darlington County, South Carolina"", ""Greenville County, South Carolina"", ""Pinellas County, Florida"", ""Minudasht County"", ""Maraveh Tappeh County"", ""Bandar-e Anzali County"", ""Lake County, Oregon"", ""Bandar-e Gaz County"", ""Aqqala County"", ""Świecie County"", ""Xiangshui County"", ""Mecklenburg County, North Carolina"", ""Blooming Grove, Ohio"", ""Fengjie County""]","[""Greenfield, Indiana"", ""Mark Dismore""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/046_2hop__411091_625230
47,2hop__423972_540249,Who was the sibling of Nannina de' Medici?,"[""Giuliano de' Medici""]",Lorenzo de' Medici,0,0,0.666667,0.666667,0.5,0.666667,0.666667,0.5,0.0,0.0,0.666667,1,"[""Nannina de' Medici"", ""Portrait of Ippolito de' Medici"", ""Pietro de' Medici"", ""Giovanni di Bicci de' Medici"", ""The Age of the Medici"", ""Gian Giacomo Medici"", ""Giuliano de' Medici"", ""Hôtel de Soissons"", ""Garzia de' Medici"", ""Maria Maddalena de' Medici"", ""Paul Phélypeaux de Pontchartrain"", ""Portrait of Carlo de' Medici"", ""Medici Fountain"", ""Portrait of Pietro Aretino"", ""Vasari Corridor""]","[""Giuliano de' Medici"", ""Nannina de' Medici""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/047_2hop__423972_540249
48,2hop__455158_247871,What county is the NRHEG High School located in?,"[""Waseca County"", ""Waseca County, Minnesota""]",Not specified,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Sejong High School (Sejong)"", ""Cloverleaf High School"", ""Fenton High School (Illinois)"", ""Hephzibah High School"", ""Pelham High School (Georgia)"", ""Maynard Evans High School"", ""Jonathan Alder High School"", ""Middletown High School (California)"", ""McNary High School"", ""West Creek High School"", ""Spring High School"", ""Emmaus High School"", ""Stroman High School"", ""Ozona High School"", ""Legend High School""]","[""NRHEG High School"", ""New Richland, Minnesota""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/048_2hop__455158_247871
49,2hop__189094_612080,What league does the team that occupies the Rabat Ajax Football Ground belong to?,"[""Maltese Premier League""]",Maltese Premier League,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,"[""Rabat Ajax Football Ground"", ""Silvio Vella"", ""Whitefield Park"", ""Dudley Road"", ""Arlind Rustemi"", ""Kynoch Park"", ""Malcolm Licari"", ""Mosset Park"", ""Broadhurst Park"", ""Athletics at the 1908 Summer Olympics – Men's 3 miles team race"", ""Rabat"", ""Ajeltake"", ""Holy Cross Crusaders football"", ""New York Power"", ""Zhang Yalin""]","[""Malcolm Licari"", ""Rabat Ajax Football Ground""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/049_2hop__189094_612080
50,2hop__765678_310556,Who was married to the star of No Escape?,"[""John Profumo""]","No information provided about who was married to the star of ""No Escape""",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"[""Stig Olin"", ""Gunhilde"", ""The North Star (anti-slavery newspaper)"", ""John Paxton"", ""Emmett Williams"", ""Escape from L.A."", ""Matilda of Anjou"", ""Sir William Maule"", ""The New One-Armed Swordsman"", ""Greece"", ""Fleur Adcock"", ""Leonora Dori"", ""Yamaha DragStar 650"", ""Hamaar Sautan Hamaar Saheli"", ""Just Don't Want to Be Lonely""]","[""David Profumo"", ""No Escape (1936 film)""]",15,0,single_step_rag,False,stop,,primary,api=chat_completions,outputs/musique_dense_rag_qwen_api_20260520_095930_dense_rag_qwen-plus_tok1200_n50_musique_qwen_tok1200_n50/runs/050_2hop__765678_310556
